Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
558,The Weeknd,Can't Feel My Face,5479407,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",-5.526,80.0,0.705,107,0.769,A,213520
559,benny blanco,You (with Marshmello & Vance Joy),5342938,2021-01-29,"['electropop', 'pop', 'pop rap']",-6.433,73.0,0.668,103,0.563,B,169632
560,The Weeknd,Call Out My Name,5233359,2018-03-30,"['canadian contemporary r&b', 'canadian pop', 'pop']",-4.954,80.0,0.461,134,0.593,C#/Db,228373
561,Miley Cyrus,Midnight Sky,5208100,2020-08-14,"['dance pop', 'pop', 'post-teen pop']",-5.466,76.0,0.705,110,0.814,E,223279
562,Martin Garrix,Pressure (feat. Tove Lo),5197587,2021-02-05,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",-8.991,76.0,0.859,114,0.558,G,144391
563,Bring Me The Horizon,Can You Feel My Heart,5092250,2013-04-01,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",-2.827,77.0,0.15,170,0.859,E,228147
564,Maluma,Agua de Jamaica,5072462,2021-01-28,"['latin', 'reggaeton', 'reggaeton colombiano']",-3.616,75.0,0.664,173,0.665,A#/Bb,176970
565,"Kawe, Mc Lele JP",Mds,5046418,2020-05-19,"['brazilian hip hop', 'funk ostentacao']",-5.331,72.0,0.885,140,0.561,F#/Gb,125143
566,The Weeknd,Heartless,4995578,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-5.507,77.0,0.537,170,0.746,A#/Bb,198267
567,Ariana Grande,pov,4906738,2020-10-30,"['dance pop', 'pop', 'post-teen pop']",-5.664,79.0,0.487,131,0.534,C,201882
568,Dean Lewis,Be Alright,4900492,2018-06-29,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",-6.319,80.0,0.553,126,0.586,B,196373
569,Megan Thee Stallion,Cry Baby (feat. DaBaby),4884711,2020-11-20,"['houston rap', 'pop', 'pop rap', 'trap queen']",-7.882,76.0,0.957,130,0.437,B,137984
570,Jerry Di,Mi Cuarto,4873380,2020-04-03,"['cubaton', 'dominican pop', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.426,76.0,0.854,97,0.525,C#/Db,197587
571,"KASIMIR1441, badmÃ³mzjay, WILDBWOYS",Ohne Dich,5487774,2021-01-14,"['german alternative rap', 'german hip hop', 'german trap', 'tekk']",-6.519,70.0,0.807,156,0.535,B,125720
572,"Brent Faiyaz, DJ Dahi","Gravity (feat. Tyler, The Creator)",5136895,2021-01-29,"['dmv rap', 'pop', 'r&b', 'rap']",-8.746,76.0,0.539,163,0.615,C#/Db,214693
573,ZAYN,Vibez,5071718,2021-01-08,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-7.499,69.0,0.635,96,0.659,G,163127
574,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",5052801,2019-11-27,['pop'],-6.585,76.0,0.376,77,0.43,C,177323
575,Ashnikko,Daisy,5030670,2020-07-09,"['electropop', 'escape room', 'pop']",-6.143,76.0,0.834,121,0.663,G#/Ab,146523
576,Morgan Wallen,Wasted On You,4948563,2021-01-08,['contemporary country'],-5.24,76.0,0.505,196,0.657,B,178520
577,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,4942545,2020-04-24,"['latin', 'reggaeton', 'trap latino']",-4.65,75.0,0.815,176,0.715,E,345241
578,"Anuel AA, Ozuna",Los Dioses,5929507,2021-01-22,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-5.453,73.0,0.817,93,0.737,F#/Gb,206587
579,"Migrantes, Alico",Si Me Tomo Una Cerveza,5427534,2020-11-07,['cumbia pop'],-6.899,74.0,0.72,84,0.613,C#/Db,182199
580,Morgan Wallen,Somebodyâs Problem,5332437,2020-11-20,['contemporary country'],-7.675,70.0,0.657,136,0.54,F,161773
581,Selena Gomez,De Una Vez,5186567,2021-03-12,"['dance pop', 'pop', 'post-teen pop']",-6.79,70.0,0.659,163,0.479,B,155956
582,Jack Harlow,Way Out (feat. Big Sean),4962949,2020-12-09,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",-8.357,72.0,0.945,108,0.582,B,168906
583,Sam Smith,Diamonds,4931163,2020-09-17,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-6.764,77.0,0.653,104,0.667,A#/Bb,213869
584,347aidan,Dancing in My Room,4914093,2020-10-26,['sad rap'],-11.052,79.0,0.98,119,0.413,G#/Ab,180139
585,"Rauw Alejandro, J Balvin",De Cora <3,4864544,2020-11-13,"['puerto rican pop', 'trap latino']",-2.028,73.0,0.811,176,0.683,B,190101
586,Taylor Swift,champagne problems,4848954,2020-12-11,"['pop', 'post-teen pop']",-12.077,75.0,0.462,171,0.24,C,244000
587,"Chris Brown, Young Thug",Go Crazy,4833081,2020-05-08,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",-8.932,80.0,0.755,94,0.578,C,176960
588,"Juice WRLD, The Kid LAROI",Reminds Me Of You,5942551,2020-12-08,"['chicago rap', 'melodic rap']",-6.965,75.0,0.613,149,0.631,E,158033
589,"Anne-Marie, KSI, Digital Farm Animals",Don't Play,5119828,2021-01-15,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",-6.564,73.0,0.695,128,0.784,F#/Gb,188581
590,"LuÃ­sa Sonza, Pabllo Vittar, Anitta",MODO TURBO,4983557,2021-08-11,[],-7.628,1.0,0.655,160,0.726,A#/Bb,150260
591,Erica Banks,Buss It,4915403,2020-06-19,['trap queen'],-5.995,72.0,0.956,110,0.502,A,187000
592,Ava Max,Kings & Queens,4855690,2020-09-18,"['dance pop', 'pop']",-4.057,82.0,0.637,129,0.69,C#/Db,162399
593,BLACKPINK,Lovesick Girls,4796365,2020-10-02,"['k-pop', 'k-pop girl group']",-5.661,75.0,0.654,127,0.707,F#/Gb,194765
594,Ozuna,Caramelo,4790233,2020-06-11,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",-3.766,74.0,0.728,168,0.806,F#/Gb,217547
595,FousheÃ©,Deep End,5622565,2020-06-05,"['brooklyn drill', 'nyc rap']",-6.687,72.0,0.868,133,0.479,E,115200
596,Morgan Wallen,Sand In My Boots,5446609,2021-01-08,['contemporary country'],-6.628,75.0,0.403,69,0.537,D#/Eb,202133
597,Morgan Wallen,865,5160123,2021-01-08,['contemporary country'],-5.254,70.0,0.532,88,0.584,G#/Ab,190680
598,Morgan Wallen,7 Summers,5064504,2021-01-08,['contemporary country'],-5.13,73.0,0.466,203,0.786,C,210507
599,Bad Bunny,HACIENDO QUE ME AMAS,4935633,2020-11-27,"['latin', 'reggaeton', 'trap latino']",-7.147,78.0,0.584,169,0.411,A#/Bb,217769
600,"Sech, J Balvin",La Luz,4906324,2020-10-31,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",-4.819,70.0,0.665,94,0.697,A,216747
601,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),4892682,2020-07-03,['brooklyn drill'],-5.655,79.0,0.49,99,0.618,C#/Db,201600
602,Morgan Wallen,More Than My Hometown,4879971,2021-01-08,['contemporary country'],-5.479,75.0,0.62,126,0.869,F#/Gb,216573
603,Morgan Wallen,Warning,4860714,2021-01-08,['contemporary country'],-5.037,68.0,0.633,115,0.664,A#/Bb,156747
604,Os BarÃµes Da Pisadinha,Recairei - Ao Vivo,4815342,2020-04-17,"['forro', 'piseiro']",-2.118,69.0,0.582,168,0.937,A#/Bb,166838
605,BLACKPINK,Ice Cream (with Selena Gomez),4812765,2020-10-02,"['k-pop', 'k-pop girl group']",-4.81,71.0,0.79,159,0.701,A,177813
606,Marshmello,Be Kind (with Halsey),4790427,2020-05-01,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",-7.088,80.0,0.63,93,0.633,E,172762
607,"Dua Lipa, AngÃ¨le",Fever,4769618,2020-10-29,"['dance pop', 'pop', 'uk pop']",-7.052,73.0,0.868,114,0.693,F#/Gb,156911
608,Apache 207,Angst,5317174,2021-01-01,['german hip hop'],-4.352,67.0,0.599,100,0.79,A,201501
609,Taylor Swift,"no body, no crime (feat. HAIM)",4986214,2020-12-11,"['pop', 'post-teen pop']",-7.589,68.0,0.546,79,0.613,G,215627
610,Surfaces,Sunday Best,4858392,2019-01-06,"['bedroom soul', 'pop']",-6.832,80.0,0.878,112,0.525,F,158571
611,"Petter Ferraz, Menor Nico",Amor ou o LitrÃ£o,4848222,2020-10-16,[],-4.214,66.0,0.934,138,0.707,A,173913
612,"Marshmello, Bastille",Happier,4655272,2018-08-17,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",-2.749,82.0,0.687,100,0.792,F,214290
613,Queen,Don't Stop Me Now - Remastered 2011,4630572,1978-11-10,"['classic rock', 'glam rock', 'rock']",-5.277,74.0,0.563,156,0.865,F,209413
614,J Balvin,Azul,4606011,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-2.474,77.0,0.843,94,0.836,B,205933
615,"Os BarÃµes Da Pisadinha, Xand AviÃ£o",Basta VocÃª Me Ligar - Ao Vivo,4580123,2020-05-29,"['forro', 'piseiro']",-2.415,68.0,0.599,168,0.914,F,182977
616,Kid Cudi,Tequila Shots,4540781,2020-12-11,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",-7.214,74.0,0.712,90,0.556,F,193293
617,"MEDUZA, Becky Hill, Goodboys",Lose Control,4516053,2019-10-11,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",-8.659,82.0,0.598,123,0.526,A#/Bb,168387
618,TWICE,I CAN'T STOP ME,4504304,2020-10-26,"['k-pop', 'k-pop girl group']",-3.672,76.0,0.657,150,0.88,A#/Bb,205493
619,"CORPSE, Savage Ga$p",E-GIRLS ARE RUINING MY LIFE!,4488125,2020-09-25,"['dream smp', 'viral rap']",-7.443,77.0,0.614,84,0.937,C#/Db,105176
620,Mariah Carey,All I Want for Christmas Is You,23235257,1994-11-01,"['dance pop', 'pop', 'r&b', 'urban contemporary']",-7.463,65.0,0.336,150,0.627,G,241107
621,Wham!,Last Christmas,20709328,1984-11-29,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",-12.472,63.0,0.735,107,0.478,D,262960
622,Ariana Grande,Santa Tell Me,16657592,2014-11-24,"['dance pop', 'pop', 'post-teen pop']",-7.364,61.0,0.525,191,0.621,G,204093
623,Brenda Lee,Rockin' Around The Christmas Tree,16613649,1964-10-19,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",-8.749,58.0,0.589,67,0.472,G#/Ab,126267
624,Bobby Helms,Jingle Bell Rock,16527404,1957-12-02,[],-8.463,56.0,0.754,119,0.424,D,130973
625,Michael BublÃ©,It's Beginning to Look a Lot like Christmas,15424001,2012-11-09,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",-11.714,55.0,0.339,94,0.214,E,206640
626,Andy Williams,It's the Most Wonderful Time of the Year,14582001,1963-11-24,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",-8.435,55.0,0.24,201,0.598,G,151933
627,Kelly Clarkson,Underneath the Tree,12266990,2013-10-29,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",-5.439,49.0,0.509,159,0.812,G#/Ab,229640
628,JosÃ© Feliciano,Feliz Navidad,11664490,2002-09-24,"['latin pop', 'puerto rican pop']",-9.004,49.0,0.513,148,0.831,D,182067
629,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,10884855,1959-01-01,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",-14.014,54.0,0.451,134,0.24,C#/Db,117147
630,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),10787165,1994-11-08,"['adult standards', 'easy listening', 'lounge']",-13.336,53.0,0.652,142,0.259,D,155453
631,Justin Bieber,Mistletoe,10609206,2011-01-01,"['canadian pop', 'pop', 'post-teen pop']",-9.049,59.0,0.657,161,0.56,F#/Gb,182947
632,The Ronettes,Sleigh Ride,10508459,1963,[],-7.013,50.0,0.529,91,0.772,D,181267
633,Band Aid,Do They Know It's Christmas? - 1984 Version,10476212,2004-01-01,['musical advocacy'],-6.936,51.0,0.599,115,0.642,C,222533
634,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,9882989,1980-05-16,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",-8.914,51.0,0.774,94,0.511,B,227653
635,Michael BublÃ©,Holly Jolly Christmas,9852792,2012-11-09,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",-8.308,48.0,0.647,151,0.465,G,119787
636,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,9509781,2010-10-05,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",-10.023,53.0,0.321,146,0.64,D,214333
637,Chris Rea,Driving Home for Christmas - 2019 Remaster,8804531, , ,,,0.0,0,, , 
638,Nat King Cole,The Christmas Song (Merry Christmas To You),8478518,1962,"['adult standards', 'lounge', 'soul', 'vocal jazz']",-15.231,53.0,0.319,78,0.21,C#/Db,192160
639,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",White Christmas,7045348,1942-01-01,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",-16.485,51.0,0.317,130,0.158,A,177480
640,Playboi Carti,Slay3r,6912271,2020-12-25,"['atl hip hop', 'plugg', 'rap', 'trap']",-5.062,63.0,0.885,140,0.661,E,164591
641,Burl Ives,A Holly Jolly Christmas - Single Version,6716353,1965-01-01,"['adult standards', 'american folk revival']",-13.056,49.0,0.683,140,0.375,C,135533
642,The Pogues,Fairytale of New York (feat. Kirsty MacColl),6404964,1988-09-05,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",-7.48,55.0,0.271,78,0.551,D,272467
643,Shakin' Stevens,Merry Christmas Everyone,6052105,1991-11-25,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",-3.315,47.0,0.534,202,0.904,A,220160
644,Elvis Presley,Blue Christmas,6007011,1957-10-15,"['rock-and-roll', 'rockabilly']",-16.661,49.0,0.465,94,0.27,E,129173
645,Chuck Berry,Run Rudolph Run - Single Version,5802508,2021-08-06,[],-5.662,0.0,0.647,151,0.876,A#/Bb,162897
646,The Jackson 5,Santa Claus Is Coming To Town,5801639,2021-08-06,[],-4.177,0.0,0.691,146,0.776,C,144080
647,Kylie Minogue,Santa Baby,5687085,2010-11-30,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",-7.183,42.0,0.685,87,0.391,C#/Db,202547
648,"Perry Como, The Fontane Sisters",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),5422082,1999-08-20,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",-12.25,49.0,0.724,112,0.276,G,155933
649,Darlene Love,Christmas (Baby Please Come Home),5394054,1963,[],-7.146,45.0,0.325,126,0.759,G#/Ab,166453
650,Elton John,Step Into Christmas,5353591,1973-10-05,"['glam rock', 'mellow gold', 'piano rock']",-5.584,43.0,0.526,140,0.925,D,272394
651,Kid Cudi,Show Out (with Skepta & Pop Smoke),5209372,2020-12-11,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",-6.531,76.0,0.619,143,0.589,C#/Db,174960
652,Jonas Esticado,Investe Em Mim,5191001,2019-12-13,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",-1.283,72.0,0.632,160,0.953,A,186533
653,Jorge & Mateus,Lance Individual,5152906,2020-11-13,"['sertanejo', 'sertanejo universitario']",-5.536,72.0,0.752,117,0.62,F,164459
654,Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,10522305,1983-11-01,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",-3.592,43.0,0.666,128,0.841,D,126360
655,Queen,Thank God It's Christmas - Non-Album Single,10509961, , ,,,0.0,0,, , 
656,Coldplay,Christmas Lights,10455065,2016-12-16,"['permanent wave', 'pop']",-9.478,53.0,0.295,132,0.496,G,268521
657,Sam Smith,Have Yourself A Merry Little Christmas,9548924,2014-12-05,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-9.402,46.0,0.438,75,0.178,F,170964
658,Sia,Santa's Coming for Us,9474711,2018-11-01,"['australian dance', 'australian pop', 'dance pop', 'pop']",-6.191,49.0,0.547,92,0.814,C#/Db,205267
659,Britney Spears,My Only Wish (This Year),9457199,2000-11-14,"['dance pop', 'pop', 'post-teen pop']",-3.766,43.0,0.669,147,0.843,C,255400
660,Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",9270017,2016-10-28,"['contemporary country', 'country', 'country road', 'modern country rock']",-4.776,44.0,0.583,113,0.572,C#/Db,173560
661,Jonas Brothers,Like It's Christmas,9167304,2019-11-08,"['boy band', 'dance pop', 'pop', 'post-teen pop']",-6.007,47.0,0.725,146,0.571,C#/Db,200880
662,Ava Max,Christmas Without You,8813922,2020-10-15,"['dance pop', 'pop']",-4.68,45.0,0.654,118,0.596,C#/Db,169245
663,Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),8696354,2017-10-06,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",-4.291,44.0,0.635,93,0.87,D,156773
664,Eminem,Gnat,8614955,2020-12-18,"['detroit hip hop', 'hip hop', 'rap']",-4.582,70.0,0.835,140,0.869,A#/Bb,224656
665,Nat King Cole,Joy To The World,8387899,2021-08-06,[],-12.955,0.0,0.59,102,0.305,A#/Bb,86760
666,Michael BublÃ©,Santa Claus Is Coming to Town,8177832,2012-11-09,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",-7.109,44.0,0.594,122,0.389,A#/Bb,171093
667,Idina Menzel,Baby It's Cold Outside (duet with Michael BublÃ©),8160534,2014-10-10,"['hollywood', 'show tunes']",-8.869,47.0,0.553,113,0.476,C,166147
668,Taylor Swift,âtis the damn season,8115520,2020-12-11,"['pop', 'post-teen pop']",-8.193,66.0,0.575,145,0.434,F,229840
669,The Jackson 5,I Saw Mommy Kissing Santa Claus,8064361,1970-10-15,"['motown', 'soul']",-8.222,44.0,0.583,128,0.712,D#/Eb,181267
670,"Eartha Kitt, Henri Rene & His Orchestra",Santa Baby (with Henri RenÃ© & His Orchestra),8022773,2002,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",-12.346,41.0,0.7,84,0.139,G#/Ab,206067
671,"Mykola Dmytrovych Leontovych, John Williams",Carol of the Bells,7993078,1990,['soundtrack'],-22.507,51.0,0.418,46,0.106,G#/Ab,85267
672,Taylor Swift,gold rush,7901968,2020-12-11,"['pop', 'post-teen pop']",-10.491,70.0,0.512,112,0.462,A,185320
673,Stevie Wonder,What Christmas Means To Me,7792643,2021-08-06,[],-6.961,0.0,0.545,83,0.7,F,148147
674,Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello),7536851,2020-12-07,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",-12.073,42.0,0.341,83,0.181,D,196254
675,Dean Martin,"Baby, It's Cold Outside",7367482,1959-01-01,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",-16.093,44.0,0.469,130,0.196,C,143733
676,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",7363913,1981,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",-8.444,44.0,0.357,139,0.668,C,267600
677,Leona Lewis,One More Sleep,7350024,2013-12-02,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",-3.849,42.0,0.638,112,0.813,B,239587
678,The Beach Boys,Little Saint Nick - 1991 Remix,7301381,2021-08-06,[],-9.336,0.0,0.602,130,0.553,B,118840
679,Liam Payne,Naughty List (with Dixie),7299201,2020-10-30,"['dance pop', 'pop', 'post-teen pop']",-2.204,51.0,0.619,81,0.771,A,154747
680,Meghan Trainor,I'll Be Home,7281773,2015-01-09,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",-7.779,45.0,0.542,84,0.37,D,219653
681,Dean Martin,Rudolph The Red-Nosed Reindeer,7227612,1959-01-01,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",-16.768,41.0,0.478,136,0.201,G,135760
682,Frank Sinatra,Mistletoe And Holly - Remastered 1999,7225080,1957-09,"['adult standards', 'easy listening', 'lounge']",-14.405,38.0,0.607,110,0.103,A,136427
683,Frank Sinatra,Jingle Bells - Remastered 1999,7182262,1957-09,"['adult standards', 'easy listening', 'lounge']",-13.119,36.0,0.512,174,0.339,G#/Ab,120693
684,Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),7170169,2020-12-04,"['dance pop', 'pop', 'r&b', 'urban contemporary']",-3.298,47.0,0.648,78,0.938,C#/Db,200467
685,Bing Crosby,Do You Hear What I Hear? - Remastered 2006,7149158,2006-01-01,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",-15.499,44.0,0.566,101,0.246,A#/Bb,165667
686,Pentatonix,Hallelujah,6985392,2017-12-06,['a cappella'],-7.381,60.0,0.364,89,0.378,G,268960
687,Donny Hathaway,This Christmas,6809438,1990-04-03,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",-9.2,42.0,0.634,93,0.645,F,231173
688,Tony Bennett,Winter Wonderland,6680928,2014-12-09,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",-6.676,29.0,0.604,126,0.497,C#/Db,149307
689,Taylor Swift,Christmas Tree Farm,6657404,2019-12-06,"['pop', 'post-teen pop']",-4.505,52.0,0.598,134,0.68,G,228027
690,Katy Perry,Cozy Little Christmas,6652130,2018-11-15,"['dance pop', 'pop', 'post-teen pop']",-6.264,41.0,0.774,137,0.608,G,182521
691,*NSYNC,"Merry Christmas, Happy Holidays",6635128,1998-10-30,"['boy band', 'dance pop', 'pop', 'post-teen pop']",-3.967,41.0,0.643,104,0.939,F,255307
692,Taylor Swift,tolerate it,6635109,2020-12-11,"['pop', 'post-teen pop']",-10.381,67.0,0.316,74,0.361,A,245440
693,Eagles,Please Come Home for Christmas - 2013 Remaster,6400108,1994,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",-11.568,44.0,0.612,183,0.289,A,177440
694,Meghan Trainor,My Kind Of Present,6278993,2020-10-30,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",-6.232,41.0,0.485,179,0.444,C#/Db,161013
695,Taylor Swift,happiness,16213589,2020-12-11,"['pop', 'post-teen pop']",-10.733,65.0,0.559,122,0.334,B,315147
696,Taylor Swift,ivy,14519547,2020-12-11,"['pop', 'post-teen pop']",-9.277,66.0,0.515,88,0.545,D,260440
697,Taylor Swift,dorothea,14392788,2020-12-11,"['pop', 'post-teen pop']",-8.322,64.0,0.605,119,0.488,E,225880
698,Taylor Swift,coney island (feat. The National),14385703,2020-12-11,"['pop', 'post-teen pop']",-11.266,64.0,0.537,107,0.537,G#/Ab,275320
699,Taylor Swift,evermore (feat. Bon Iver),13810722,2020-12-11,"['pop', 'post-teen pop']",-10.673,66.0,0.39,125,0.27,C#/Db,304107
700,Taylor Swift,long story short,13583538,2020-12-11,"['pop', 'post-teen pop']",-7.704,66.0,0.546,157,0.73,C,215920
701,Taylor Swift,cowboy like me,12782098,2020-12-11,"['pop', 'post-teen pop']",-9.014,64.0,0.604,127,0.517,C,275040
702,Taylor Swift,marjorie,12234761,2020-12-11,"['pop', 'post-teen pop']",-11.609,64.0,0.535,96,0.561,F,257773
703,Taylor Swift,closure,11245393,2020-12-11,"['pop', 'post-teen pop']",-10.813,62.0,0.689,151,0.704,A,180653
704,Kid Cudi,She Knows This,10561183,2020-12-11,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",-7.607,64.0,0.39,165,0.724,F#/Gb,216560
